,Tipo Conexión,Tipo Carga,Tipo Corriente,Provincia
390,MENNEKES.M,Carga Semirrápida (AC),AC,Gerona
391,MENNEKES.M,Carga Semirrápida (AC),AC,Gerona
392,CCS Combo2+ChadeMO+MENNEKES.M,Carga Rápida (DC),AC/DC,Barcelona
393,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
394,CCS Combo2+ChadeMO+MENNEKES.M,Carga Rápida (DC),AC/DC,Tarragona
395,MENNEKES.M,Carga Rápida (DC),AC,Barcelona
396,CCS Combo2,Carga Rápida (DC),DC,Barcelona
397,MENNEKES.M,Carga Semirrápida (AC),AC,Lérida
398,MENNEKES.M,Carga Rápida (DC),AC,Barcelona
399,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
400,MENNEKES.M,Carga Rápida (DC),AC,Lérida
401,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
402,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
403,Schuko,ND 0kW,AC,Barcelona
404,MENNEKES.M+Schuko,Carga Semirrápida (AC),AC,Barcelona
405,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
406,MENNEKES.M,Carga Semirrápida (AC),AC,Tarragona
407,MENNEKES.M,Carga Rápida (DC),AC,Barcelona
408,MENNEKES.M,Carga Rápida (DC),AC,Barcelona
409,MENNEKES.M,Carga Rápida (DC),AC,Gerona
410,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
411,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
412,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
413,MENNEKES.M,Carga Rápida (DC),AC,Barcelona
414,MENNEKES.M,Carga Rápida (DC),AC,Barcelona
415,CCS Combo2,Carga Ultrarrápida (DC),DC,Barcelona
416,MENNEKES.M,Carga Rápida (DC),AC,Barcelona
417,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
418,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
419,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
420,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
421,MENNEKES.M,Carga Rápida (DC),AC,Barcelona
422,MENNEKES.M+Schuko,Carga Semirrápida (AC),AC,Barcelona
423,MENNEKES.M,Carga Semirrápida (AC),AC,Tarragona
424,MENNEKES.M,Carga Rápida (DC),AC,Barcelona
425,MENNEKES.M,Carga Rápida (DC),AC,Tarragona
426,MENNEKES.M,Carga Semirrápida (AC),AC,Tarragona
427,CCS Combo2+ChadeMO+MENNEKES.M,Carga Rápida (DC),AC/DC,Barcelona
428,CCS Combo2+ChadeMO+MENNEKES.M,Carga Rápida (DC),AC/DC,Lérida
429,CCS Combo2+ChadeMO+MENNEKES.M,Carga Rápida (DC),AC/DC,Barcelona
430,CCS Combo2,Carga Ultrarrápida (DC),DC,Gerona
431,CCS Combo2+ChadeMO+MENNEKES.M,Carga Rápida (DC),AC/DC,Lérida
432,CCS Combo2,Carga Ultrarrápida (DC),DC,Tarragona
433,CCS Combo2+ChadeMO+MENNEKES.M,Carga Rápida (DC),AC/DC,Lérida
434,CCS Combo2+ChadeMO+MENNEKES.M,Carga Rápida (DC),AC/DC,Barcelona
435,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
436,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
437,CCS Combo2+ChadeMO+MENNEKES.M,Carga Rápida (DC),AC/DC,Barcelona
438,CCS Combo2+ChadeMO+MENNEKES.M,Carga Rápida (DC),AC/DC,Barcelona
439,MENNEKES.M,Carga Rápida (DC),AC,Barcelona
440,CCS Combo2+ChadeMO+MENNEKES.M,Carga Rápida (DC),AC/DC,Gerona
441,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
442,MENNEKES.M,Carga Semirrápida (AC),AC,Tarragona
443,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
444,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
445,,ND 0kW,AC,Barcelona
446,MENNEKES.M,Carga Rápida (DC),AC,Gerona
447,MENNEKES.M,Carga Semirrápida (AC),AC,Gerona
448,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
449,MENNEKES.M+Schuko,Carga Lenta (AC),AC,Barcelona
450,CCS Combo2+ChadeMO+MENNEKES.M,Carga Rápida (DC),AC/DC,Barcelona
451,CCS Combo2+ChadeMO+MENNEKES.M,Carga Rápida (DC),AC/DC,Barcelona
452,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
453,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
454,MENNEKES.M,Carga Lenta (AC),AC,Barcelona
455,CCS Combo2,Carga Rápida (DC),DC,Barcelona
456,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
457,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
458,CCS Combo2+ChadeMO+MENNEKES.M,Carga Rápida (DC),AC/DC,Barcelona
459,CCS Combo2,Carga Rápida (DC),DC,Gerona
460,MENNEKES.M,Carga Rápida (DC),AC,Gerona
461,MENNEKES.M,Carga Semirrápida (AC),AC,Tarragona
462,CCS Combo2+ChadeMO+MENNEKES.M,Carga Rápida (DC),AC/DC,Barcelona
463,MENNEKES.M,Carga Semirrápida (AC),AC,Gerona
464,MENNEKES.M,Carga Semirrápida (AC),AC,Lérida
465,CCS Combo2+ChadeMO+MENNEKES.M,Carga Rápida (DC),AC/DC,Barcelona
466,CCS Combo2+ChadeMO+MENNEKES.M,Carga Rápida (DC),AC/DC,Gerona
467,CCS Combo2+ChadeMO+MENNEKES.M,Carga Rápida (DC),AC/DC,Barcelona
468,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
469,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
470,MENNEKES.M,Carga Semirrápida (AC),AC,Tarragona
471,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
472,MENNEKES.M,Carga Semirrápida (AC),AC,Lérida
473,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
474,MENNEKES.M,Carga Rápida (DC),AC,Barcelona
475,CCS Combo2+ChadeMO+MENNEKES.M,Carga Rápida (DC),AC/DC,Tarragona
476,CCS Combo2,Carga Rápida (DC),DC,Barcelona
477,MENNEKES.M,Carga Semirrápida (AC),AC,Gerona
478,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
479,MENNEKES.M,Carga Rápida (DC),AC,Barcelona
480,CCS Combo2+ChadeMO+MENNEKES.M,Carga Rápida (DC),AC/DC,Barcelona
481,CCS Combo2,Carga Ultrarrápida (DC),DC,Lérida
482,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
483,MENNEKES.M,Carga Rápida (DC),AC,Barcelona
484,CCS Combo2+MENNEKES.M,Carga Ultrarrápida (DC),AC/DC,Barcelona
485,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
486,MENNEKES.M+Schuko,Carga Lenta (AC),AC,Barcelona
487,MENNEKES.M,Carga Semirrápida (AC),AC,Gerona
488,CCS Combo2,Carga Ultrarrápida (DC),DC,Tarragona
489,MENNEKES.M,Carga Semirrápida (AC),AC,Tarragona
490,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
491,MENNEKES.M,Carga Rápida (DC),AC,Barcelona
492,CCS Combo2,ND 0kW,DC,Barcelona
493,MENNEKES.M,Carga Rápida (DC),AC,Lérida
494,CCS Combo2+ChadeMO+MENNEKES.M,Carga Rápida (DC),AC/DC,Tarragona
495,CCS Combo2+ChadeMO+MENNEKES.M,Carga Rápida (DC),AC/DC,Barcelona
496,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
497,MENNEKES.M,Carga Semirrápida (AC),AC,Tarragona
498,CCS Combo2+ChadeMO+MENNEKES.M,Carga Rápida (DC),AC/DC,Gerona
499,MENNEKES.M,Carga Rápida (DC),AC,Gerona
500,CCS Combo2+ChadeMO+MENNEKES.M,Carga Rápida (DC),AC/DC,Lérida
501,MENNEKES.M,Carga Semirrápida (AC),AC,Tarragona
502,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
503,CCS Combo2+ChadeMO+MENNEKES.M,Carga Rápida (DC),AC/DC,Tarragona
504,CCS Combo2,Carga Ultrarrápida (DC),DC,Gerona
505,CCS Combo2+ChadeMO+MENNEKES.M,Carga Rápida (DC),AC/DC,Lérida
506,MENNEKES.M,Carga Semirrápida (AC),AC,Lérida
507,MENNEKES.M,Carga Rápida (DC),AC,Barcelona
508,MENNEKES.M,Carga Rápida (DC),AC,Barcelona
509,CCS Combo2+ChadeMO+MENNEKES.M,Carga Rápida (DC),AC/DC,Gerona
510,CCS Combo2+ChadeMO+MENNEKES.M,Carga Rápida (DC),AC/DC,Barcelona
511,MENNEKES.M,Carga Rápida (DC),AC,Barcelona
512,CCS Combo2,Carga Rápida (DC),DC,Gerona
513,MENNEKES.M,Carga Rápida (DC),AC,Tarragona
514,MENNEKES.M,Carga Rápida (DC),AC,Barcelona
515,CCS Combo2+MENNEKES.M,Carga Rápida (DC),AC/DC,Barcelona
516,MENNEKES.M,Carga Semirrápida (AC),AC,Tarragona
517,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
518,MENNEKES.M,Carga Rápida (DC),AC,Barcelona
519,CCS Combo2,Carga Rápida (DC),DC,Tarragona
520,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
521,MENNEKES.M,Carga Rápida (DC),AC,Barcelona
522,MENNEKES.M,Carga Rápida (DC),AC,Barcelona
523,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
524,CCS Combo2+ChadeMO+MENNEKES.M,Carga Rápida (DC),AC/DC,Barcelona
525,CCS Combo2+ChadeMO+MENNEKES.M,Carga Rápida (DC),AC/DC,Gerona
526,MENNEKES.M+Schuko,Carga Semirrápida (AC),AC,Barcelona
527,MENNEKES.M,Carga Rápida (DC),AC,Gerona
528,MENNEKES.M,Carga Rápida (DC),AC,Gerona
529,MENNEKES.M,Carga Semirrápida (AC),AC,Tarragona
530,CCS Combo2+ChadeMO,Carga Rápida (DC),DC,Gerona
531,CCS Combo2+ChadeMO+MENNEKES.M,Carga Rápida (DC),AC/DC,Tarragona
532,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
533,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
534,CCS Combo2+ChadeMO+MENNEKES.M,Carga Rápida (DC),AC/DC,Barcelona
535,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
536,CCS Combo2+ChadeMO+MENNEKES.M+Schuko,Carga Rápida (DC),AC/DC,Barcelona
537,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
538,MENNEKES.M,Carga Rápida (DC),AC,Barcelona
539,CCS Combo2+ChadeMO+MENNEKES.M,Carga Rápida (DC),AC/DC,Barcelona
540,CCS Combo2+ChadeMO+MENNEKES.M,Carga Rápida (DC),AC/DC,Barcelona
541,CCS Combo2+ChadeMO+MENNEKES.M,Carga Rápida (DC),AC/DC,Tarragona
542,2xMENNEKES.F+2xSchuko,ND 0kW,AC/DC,Lérida
543,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
544,CCS Combo2+MENNEKES.M,Carga Rápida (DC),AC/DC,Barcelona
545,CCS Combo2+ChadeMO+MENNEKES.M,Carga Rápida (DC),AC/DC,Tarragona
546,CCS Combo2+ChadeMO+MENNEKES.M,Carga Rápida (DC),AC/DC,Barcelona
547,MENNEKES.M,Carga Semirrápida (AC),AC,Tarragona
548,Schuko,ND 0kW,AC,Barcelona
549,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
550,MENNEKES.M,Carga Semirrápida (AC),AC,Tarragona
551,MENNEKES.M,Carga Rápida (DC),AC,Barcelona
552,CCS Combo2,Carga Rápida (DC),DC,Lérida
553,MENNEKES.M+Schuko,Carga Semirrápida (AC),AC,Barcelona
554,MENNEKES.M,Carga Semirrápida (AC),AC,Gerona
555,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
556,MENNEKES.M,Carga Rápida (DC),AC,Barcelona
557,MENNEKES.M,Carga Rápida (DC),AC,Barcelona
558,CCS Combo2,Carga Ultrarrápida (DC),DC,Barcelona
559,MENNEKES.M,Carga Semirrápida (AC),AC,Gerona
560,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
561,CCS Combo2+ChadeMO+MENNEKES.M,Carga Rápida (DC),AC/DC,Lérida
562,CCS Combo2+ChadeMO+MENNEKES.M,Carga Rápida (DC),AC/DC,Barcelona
563,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
564,CCS Combo2+ChadeMO+MENNEKES.M,Carga Rápida (DC),AC/DC,Barcelona
565,MENNEKES.M,Carga Rápida (DC),AC,Tarragona
566,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
567,CCS Combo2+ChadeMO+MENNEKES.M,Carga Rápida (DC),AC/DC,Tarragona
568,CCS Combo2+ChadeMO+MENNEKES.M,Carga Rápida (DC),AC/DC,Tarragona
569,CCS Combo2+ChadeMO+MENNEKES.M,Carga Rápida (DC),AC/DC,Barcelona
570,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
571,CCS Combo2+ChadeMO+MENNEKES.M,Carga Rápida (DC),AC/DC,Barcelona
572,CCS Combo2,Carga Ultrarrápida (DC),DC,Barcelona
573,MENNEKES.M,Carga Rápida (DC),AC,Barcelona
574,MENNEKES.M,Carga Rápida (DC),AC,Barcelona
575,MENNEKES.M,Carga Rápida (DC),AC,Barcelona
576,MENNEKES.M,Carga Rápida (DC),AC,Barcelona
577,MENNEKES.M+Schuko,Carga Lenta (AC),AC,Barcelona
578,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
579,MENNEKES.M,Carga Rápida (DC),AC,Barcelona
580,ChadeMO,Carga Semirrápida (AC),DC,Barcelona
581,CCS Combo2,Carga Ultrarrápida (DC),DC,Gerona
582,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
583,MENNEKES.M,Carga Semirrápida (AC),AC,Tarragona
584,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
585,MENNEKES.M,Carga Rápida (DC),AC,Tarragona
586,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
587,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
588,MENNEKES.M,Carga Semirrápida (AC),AC,Gerona
589,CCS Combo2+ChadeMO+MENNEKES.M,Carga Rápida (DC),AC/DC,Barcelona
590,MENNEKES.M,Carga Semirrápida (AC),AC,Tarragona
591,CCS Combo2,Carga Ultrarrápida (DC),DC,Barcelona
592,MENNEKES.M,Carga Semirrápida (AC),AC,Tarragona
593,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
594,CCS Combo2+ChadeMO+MENNEKES.M,Carga Rápida (DC),AC/DC,Gerona
595,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
596,MENNEKES.M,Carga Rápida (DC),AC,Barcelona
597,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
598,MENNEKES.M+Schuko,Carga Semirrápida (AC),AC,Barcelona
599,CCS Combo2+ChadeMO+MENNEKES.M,Carga Rápida (DC),AC/DC,Tarragona
600,Schuko,ND 0kW,AC,Barcelona
601,CCS Combo2+ChadeMO+MENNEKES.M,Carga Rápida (DC),AC/DC,Barcelona
602,CCS Combo2+ChadeMO+MENNEKES.M,Carga Rápida (DC),AC/DC,Lérida
603,CCS Combo2+ChadeMO+MENNEKES.M,Carga Rápida (DC),AC/DC,Tarragona
604,MENNEKES.M,Carga Semirrápida (AC),AC,Lérida
605,CCS Combo2+ChadeMO+MENNEKES.M,Carga Rápida (DC),AC/DC,Gerona
606,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
607,CCS Combo2+ChadeMO+MENNEKES.M,Carga Rápida (DC),AC/DC,Lérida
608,MENNEKES.M,Carga Rápida (DC),AC,Gerona
609,MENNEKES.M,Carga Semirrápida (AC),AC,Tarragona
610,MENNEKES.M,Carga Semirrápida (AC),AC,Lérida
611,CCS Combo2+ChadeMO+MENNEKES.M,Carga Rápida (DC),AC/DC,Tarragona
612,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
613,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
614,CCS Combo2,Carga Rápida (DC),DC,Barcelona
615,MENNEKES.M,Carga Semirrápida (AC),AC,Lérida
616,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
617,MENNEKES.M,Carga Rápida (DC),AC,Gerona
618,MENNEKES.M,Carga Rápida (DC),AC,Barcelona
619,MENNEKES.M,Carga Semirrápida (AC),AC,Tarragona
620,MENNEKES.M,Carga Semirrápida (AC),AC,Gerona
621,CCS Combo2+ChadeMO,Carga Rápida (DC),DC,Barcelona
622,CCS Combo2+ChadeMO+MENNEKES.M,Carga Rápida (DC),AC/DC,Barcelona
623,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
624,MENNEKES.M,Carga Rápida (DC),AC,Barcelona
625,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
626,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
627,MENNEKES.M,Carga Semirrápida (AC),AC,Gerona
628,MENNEKES.M,Carga Rápida (DC),AC,Gerona
629,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
630,CCS Combo2+MENNEKES.M,Carga Rápida (DC),AC/DC,Lérida
631,MENNEKES.M,Carga Rápida (DC),AC,Barcelona
632,CCS Combo2+ChadeMO+MENNEKES.M,Carga Rápida (DC),AC/DC,Barcelona
633,CCS Combo2,Carga Rápida (DC),DC,Tarragona
634,MENNEKES.M+Schuko,Carga Lenta (AC),AC,Barcelona
635,CCS Combo2,Carga Ultrarrápida (DC),DC,Gerona
636,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
637,MENNEKES.M,Carga Rápida (DC),AC,Barcelona
638,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
639,MENNEKES.M+Schuko,Carga Lenta (AC),AC,Barcelona
640,Schuko,ND 0kW,AC,Barcelona
641,CCS Combo2+ChadeMO+MENNEKES.M,Carga Rápida (DC),AC/DC,Barcelona
642,MENNEKES.M,Carga Semirrápida (AC),AC,Lérida
643,MENNEKES.M+Schuko,Carga Semirrápida (AC),AC,Tarragona
644,CCS Combo2,Carga Rápida (DC),DC,Lérida
645,CCS Combo2,Carga Ultrarrápida (DC),DC,Lérida
646,Schuko,ND 0kW,AC,Barcelona
647,CCS Combo2,ND 0kW,DC,Lérida
648,MENNEKES.M,Carga Rápida (DC),AC,Barcelona
649,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
650,MENNEKES.M,Carga Rápida (DC),AC,Gerona
651,MENNEKES.M,Carga Rápida (DC),AC,Barcelona
652,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
653,CCS Combo2+ChadeMO+MENNEKES.M,Carga Rápida (DC),AC/DC,Tarragona
654,CCS Combo2+ChadeMO,Carga Rápida (DC),DC,Barcelona
655,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
656,CCS Combo2,Carga Ultrarrápida (DC),DC,Barcelona
657,MENNEKES.M,Carga Rápida (DC),AC,Barcelona
658,MENNEKES.M,Carga Rápida (DC),AC,Barcelona
659,MENNEKES.M+Schuko,Carga Lenta (AC),AC,Barcelona
660,CCS Combo2+ChadeMO+MENNEKES.M,Carga Rápida (DC),AC/DC,Barcelona
661,MENNEKES.M,Carga Semirrápida (AC),AC,Lérida
662,MENNEKES.M,Carga Rápida (DC),AC,Barcelona
663,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
664,CCS Combo2,Carga Ultrarrápida (DC),DC,Gerona
665,CCS Combo2+ChadeMO+MENNEKES.M,Carga Rápida (DC),AC/DC,Barcelona
666,CCS Combo2+ChadeMO+MENNEKES.M+Schuko,Carga Rápida (DC),AC/DC,Barcelona
667,MENNEKES.M,Carga Rápida (DC),AC,Tarragona
668,MENNEKES.M,Carga Rápida (DC),AC,Gerona
669,CCS Combo2+ChadeMO+MENNEKES.M,Carga Rápida (DC),AC/DC,Barcelona
670,MENNEKES.M,Carga Rápida (DC),AC,Barcelona
671,MENNEKES.M,Carga Rápida (DC),AC,Gerona
672,CCS Combo2+ChadeMO+MENNEKES.M,Carga Rápida (DC),AC/DC,Barcelona
673,MENNEKES.M,Carga Rápida (DC),AC,Barcelona
674,CCS Combo2,Carga Rápida (DC),DC,Barcelona
675,CCS Combo2+ChadeMO+MENNEKES.M,Carga Rápida (DC),AC/DC,Tarragona
676,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
677,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
678,CCS Combo2+ChadeMO+MENNEKES.M,Carga Ultrarrápida (DC),AC/DC,Lérida
679,MENNEKES.M,Carga Semirrápida (AC),AC,Gerona
680,CCS Combo2,Carga Ultrarrápida (DC),DC,Barcelona
681,CCS Combo2+ChadeMO+MENNEKES.M+Shucko,ND 0kW,AC/DC,Barcelona
682,CCS Combo2+ChadeMO+MENNEKES.M,Carga Rápida (DC),AC/DC,Barcelona
683,MENNEKES.M,Carga Semirrápida (AC),AC,Tarragona
684,MENNEKES.M,Carga Rápida (DC),AC,Barcelona
685,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
686,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
687,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
688,CCS Combo2+ChadeMO+MENNEKES.M,Carga Semirrápida (AC),AC/DC,Tarragona
689,CCS Combo2+ChadeMO+MENNEKES.M,Carga Rápida (DC),AC/DC,Tarragona
690,MENNEKES.M,Carga Rápida (DC),AC,Barcelona
691,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
692,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
693,CCS Combo2+ChadeMO+MENNEKES.M,Carga Rápida (DC),AC/DC,Barcelona
694,MENNEKES.M,Carga Rápida (DC),AC,Barcelona
695,CCS Combo2,Carga Rápida (DC),DC,Gerona
696,CCS Combo2+ChadeMO+MENNEKES.M,Carga Rápida (DC),AC/DC,Tarragona
697,MENNEKES.M,Carga Semirrápida (AC),AC,Gerona
698,CCS Combo2+ChadeMO+MENNEKES.M,Carga Rápida (DC),AC/DC,Gerona
699,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
700,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
701,MENNEKES.F,ND 0kW,AC/DC,Barcelona
702,TESLA,ND 0kW,AC,Barcelona
703,MENNEKES.M,Carga Semirrápida (AC),AC,Lérida
704,MENNEKES.M,Carga Rápida (DC),AC,Gerona
705,CCS Combo2+ChadeMO+MENNEKES.M+Shucko,ND 0kW,AC/DC,Barcelona
706,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
707,CCS Combo2+ChadeMO,Carga Rápida (DC),DC,Barcelona
708,ChadeMO+MENNEKES.M,Carga Rápida (DC),AC/DC,Tarragona
709,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
710,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
711,CCS Combo2+ChadeMO+MENNEKES.M,Carga Rápida (DC),AC/DC,Tarragona
712,MENNEKES.M,Carga Rápida (DC),AC,Barcelona
713,CCS Combo2+ChadeMO+MENNEKES.M,Carga Rápida (DC),AC/DC,Tarragona
714,MENNEKES.M+Schuko,Carga Semirrápida (AC),AC,Barcelona
715,CCS Combo2+ChadeMO+MENNEKES.M,ND 0kW,AC/DC,Barcelona
716,CCS Combo2,Carga Ultrarrápida (DC),DC,Barcelona
717,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
718,ChadeMO,Carga Rápida (DC),DC,Tarragona
719,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
720,MENNEKES.M,Carga Rápida (DC),AC,Barcelona
721,MENNEKES.M,Carga Rápida (DC),AC,Barcelona
722,CCS Combo2+ChadeMO+MENNEKES.M,ND 0kW,AC/DC,Barcelona
723,CCS Combo2+ChadeMO+MENNEKES.M,Carga Rápida (DC),AC/DC,Tarragona
724,MENNEKES.M,Carga Rápida (DC),AC,Gerona
725,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
726,CCS Combo2+ChadeMO+MENNEKES.M,Carga Rápida (DC),AC/DC,Gerona
727,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
728,CCS Combo2+ChadeMO+MENNEKES.M,Carga Semirrápida (AC),AC/DC,Tarragona
729,MENNEKES.M,Carga Rápida (DC),AC,Barcelona
730,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
731,CCS Combo2+ChadeMO+MENNEKES.M,Carga Rápida (DC),AC/DC,Tarragona
732,MENNEKES.M,Carga Rápida (DC),AC,Barcelona
733,CCS Combo2+ChadeMO+MENNEKES.M,Carga Rápida (DC),AC/DC,Barcelona
734,CCS Combo2+ChadeMO+MENNEKES.M,Carga Rápida (DC),AC/DC,Gerona
735,MENNEKES.TESLA,ND 0kW,AC/DC,Gerona
736,MENNEKES.M,Carga Rápida (DC),AC,Barcelona
737,MENNEKES.M,Carga Rápida (DC),AC,Tarragona
738,MENNEKES.M,Carga Rápida (DC),AC,Barcelona
739,CCS Combo2+ChadeMO,Carga Rápida (DC),DC,Barcelona
740,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
741,CCS Combo2,Carga Ultrarrápida (DC),DC,Barcelona
742,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
743,MENNEKES.M,Carga Rápida (DC),AC,Barcelona
744,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
745,CCS Combo2,Carga Rápida (DC),DC,Lérida
746,MENNEKES.M,Carga Rápida (DC),AC,Barcelona
747,MENNEKES.M,Carga Semirrápida (AC),AC,Gerona
748,MENNEKES.M,Carga Semirrápida (AC),AC,Gerona
749,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
750,CCS Combo2+ChadeMO+MENNEKES.M,Carga Rápida (DC),AC/DC,Tarragona
751,CCS Combo2,Carga Ultrarrápida (DC),DC,Gerona
752,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
753,CCS Combo2+ChadeMO+MENNEKES.M,Carga Rápida (DC),AC/DC,Gerona
754,MENNEKES.M,Carga Rápida (DC),AC,Barcelona
755,MENNEKES.M,Carga Rápida (DC),AC,Gerona
756,Schuko i MENNEKES.F,ND 0kW,AC/DC,Lérida
757,MENNEKES.M,Carga Rápida (DC),AC,Barcelona
758,CCS Combo2,Carga Rápida (DC),DC,Gerona
759,MENNEKES.M,Carga Rápida (DC),AC,Barcelona
760,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
761,CCS Combo2+ChadeMO+MENNEKES.M,Carga Rápida (DC),AC/DC,Barcelona
762,CCS Combo2+ChadeMO+MENNEKES.M,Carga Rápida (DC),AC/DC,Tarragona
763,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
764,MENNEKES.M,Carga Semirrápida (AC),AC,Lérida
765,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
766,CCS Combo2+ChadeMO+MENNEKES.M,Carga Rápida (DC),AC/DC,Gerona
767,MENNEKES.M,Carga Rápida (DC),AC,Tarragona
768,MENNEKES.M,Carga Semirrápida (AC),AC,Lérida
769,MENNEKES.M,Carga Semirrápida (AC),AC,Gerona
770,CCS Combo2,Carga Rápida (DC),DC,Gerona
771,TESLA,ND 0kW,AC,Barcelona
772,MENNEKES.M,Carga Semirrápida (AC),AC,Tarragona
773,CCS Combo2+ChadeMO+MENNEKES.M,Carga Rápida (DC),AC/DC,Tarragona
774,MENNEKES.M,Carga Rápida (DC),AC,Tarragona
775,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
776,MENNEKES.M,Carga Semirrápida (AC),AC,Barcelona
